date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:28:00	152877/152877	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Nov%202025%2003:28:00%20GMT	https://www.google.com/chrome/Edg/	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/Edg/index.html	(from https://www.google.com/chrome/)
04:28:00	336737/336737	---M--	200	added ('OK')	text/css	date:Thu,%2006%20Nov%202025%2010:00:00%20GMT	https://www.google.com/chrome/static/css/pages/home/main.min.css	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/css/pages/home/main.min.css	(from https://www.google.com/chrome/)
04:28:01	61956/61956	---M--	200	added ('OK')	image/webp	date:Wed,%2012%20Jun%202024%2016:00:00%20GMT	https://www.google.com/chrome/static/images/gen-ai/ai-bk-googlelens.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/gen-ai/ai-bk-googlelens.webp	(from https://www.google.com/chrome/)
04:28:01	2746/2746	---M--	200	added ('OK')	image/webp	date:Thu,%2014%20Dec%202023%2014:30:00%20GMT	https://www.google.com/chrome/static/images/v2/gallery/passwords-fill-1.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/gallery/passwords-fill-1.webp	(from https://www.google.com/chrome/)
04:28:01	17324/17324	---M--	200	added ('OK')	image/webp	date:Thu,%2004%20Jan%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/v2/gallery/passwords-fill-2.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/gallery/passwords-fill-2.webp	(from https://www.google.com/chrome/)
04:28:02	15770/15770	---M--	200	added ('OK')	image/webp	date:Thu,%2027%20Jul%202023%2013:30:00%20GMT	https://www.google.com/chrome/static/images/v2/gallery/passwords-fill.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/gallery/passwords-fill.webp	(from https://www.google.com/chrome/)
04:28:03	304130/304130	---M--	200	added ('OK')	image/webp	date:Thu,%2004%20Jan%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/v2/yours-take-over/theme-arches.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/yours-take-over/theme-arches.webp	(from https://www.google.com/chrome/)
04:28:03	182580/182580	---M--	200	added ('OK')	image/webp	date:Thu,%2009%20Nov%202023%2016:30:00%20GMT	https://www.google.com/chrome/static/images/v2/yours-take-over/theme-ui-1.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/yours-take-over/theme-ui-1.webp	(from https://www.google.com/chrome/)
04:28:03	68378/68378	---M--	200	added ('OK')	image/webp	date:Thu,%2009%20Nov%202023%2016:30:00%20GMT	https://www.google.com/chrome/static/images/v2/yours-take-over/theme-ui-2.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/yours-take-over/theme-ui-2.webp	(from https://www.google.com/chrome/)
04:28:04	20970/20970	---M--	200	added ('OK')	image/webp	date:Thu,%2027%20Jul%202023%2013:30:00%20GMT	https://www.google.com/chrome/static/images/v2/accordion-timed/tab-sync.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/accordion-timed/tab-sync.webp	(from https://www.google.com/chrome/)
04:28:04	157748/157748	---M--	200	added ('OK')	image/webp	date:Thu,%2004%20Jan%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/v2/accordion-timed/themes-poster.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/accordion-timed/themes-poster.webp	(from https://www.google.com/chrome/)
04:28:04	15883/15883	---M--	200	added ('OK')	image/png	date:Thu,%2026%20Oct%202023%2013:00:00%20GMT	https://www.google.com/chrome/static/images/v2/yours/autofill-poster.png	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/yours/autofill-poster.png	(from https://www.google.com/chrome/)
04:28:05	22926/22926	---M--	200	added ('OK')	image/webp	date:Thu,%2004%20Jan%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/v2/accordion-timed/themes-mobile.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/accordion-timed/themes-mobile.webp	(from https://www.google.com/chrome/)
04:28:05	13454/13454	---M--	200	added ('OK')	image/webp	date:Thu,%2027%20Jul%202023%2013:30:00%20GMT	https://www.google.com/chrome/static/images/v2/accordion-timed/tab-sync-mobile.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/accordion-timed/tab-sync-mobile.webp	(from https://www.google.com/chrome/)
04:28:06	9066/9066	---M--	200	added ('OK')	image/webp	date:Thu,%2027%20Jul%202023%2013:30:00%20GMT	https://www.google.com/chrome/static/images/v2/accordion-timed/autofill-mobile.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/accordion-timed/autofill-mobile.webp	(from https://www.google.com/chrome/)
04:28:06	1748/1748	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Apr%202024%2014:00:00%20GMT	https://www.google.com/chrome/static/images/dev-components/extensions-shop.png	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/dev-components/extensions-shop.png	(from https://www.google.com/chrome/)
04:28:07	7589/7589	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Apr%202024%2014:00:00%20GMT	https://www.google.com/chrome/static/images/dev-components/extensions-icon.png	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/dev-components/extensions-icon.png	(from https://www.google.com/chrome/)
04:28:07	1869/1869	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Apr%202024%2014:00:00%20GMT	https://www.google.com/chrome/static/images/dev-components/extensions-video.png	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/dev-components/extensions-video.png	(from https://www.google.com/chrome/)
04:28:07	1830/1830	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Apr%202024%2014:00:00%20GMT	https://www.google.com/chrome/static/images/dev-components/extensions-paint.png	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/dev-components/extensions-paint.png	(from https://www.google.com/chrome/)
04:28:08	2227/2227	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Apr%202024%2014:00:00%20GMT	https://www.google.com/chrome/static/images/dev-components/extensions-person.png	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/dev-components/extensions-person.png	(from https://www.google.com/chrome/)
04:28:08	22876/22876	---M--	200	added ('OK')	image/webp	date:Thu,%2004%20Jan%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/v2/gallery/search_desktop-2x.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/gallery/search_desktop-2x.webp	(from https://www.google.com/chrome/)
04:28:09	1700/1700	---M--	200	added ('OK')	image/webp	date:Thu,%2004%20Jan%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/v2/gallery/gpay-1.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/gallery/gpay-1.webp	(from https://www.google.com/chrome/)
04:28:09	2936/2936	---M--	200	added ('OK')	image/webp	date:Thu,%2004%20Jan%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/v2/gallery/gpay-2.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/gallery/gpay-2.webp	(from https://www.google.com/chrome/)
04:28:10	4284/4284	---M--	200	added ('OK')	image/webp	date:Thu,%2026%20Oct%202023%2013:00:00%20GMT	https://www.google.com/chrome/static/images/v2/gallery/gpay.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/gallery/gpay.webp	(from https://www.google.com/chrome/)
04:28:10	3528/3528	---M--	200	added ('OK')	image/webp	date:Thu,%2026%20Oct%202023%2013:00:00%20GMT	https://www.google.com/chrome/static/images/v2/gallery/workspace-1.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/gallery/workspace-1.webp	(from https://www.google.com/chrome/)
04:28:10	1524/1524	---M--	200	added ('OK')	image/webp	date:Thu,%2026%20Oct%202023%2013:00:00%20GMT	https://www.google.com/chrome/static/images/v2/gallery/workspace-2.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/gallery/workspace-2.webp	(from https://www.google.com/chrome/)
04:28:12	4258/4258	---M--	200	added ('OK')	image/webp	date:Thu,%2027%20Jul%202023%2013:30:00%20GMT	https://www.google.com/chrome/static/images/v2/gallery/workspace.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/v2/gallery/workspace.webp	(from https://www.google.com/chrome/)
04:28:12	691/691	------	200	untouched ('')	image/jpeg	date:Thu,%2026%20Aug%202021%2020:30:00%20GMT	https://www.google.com/chrome/static/images/fallback/icon-youtube.jpg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/fallback/icon-youtube.jpg	(from https://www.google.com/chrome/)
04:28:12	578/578	------	200	untouched ('')	image/jpeg	date:Thu,%2003%20Oct%202024%2013:00:00%20GMT	https://www.google.com/chrome/static/images/fallback/icon-twitter.jpg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/fallback/icon-twitter.jpg	(from https://www.google.com/chrome/)
04:28:12	829/829	------	200	untouched ('')	image/jpeg	date:Thu,%2026%20Aug%202021%2020:30:00%20GMT	https://www.google.com/chrome/static/images/fallback/icon-fb.jpg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/fallback/icon-fb.jpg	(from https://www.google.com/chrome/)
04:28:12	1550/1550	------	200	untouched ('')	image/jpeg	date:Thu,%2010%20Jul%202025%2005:00:00%20GMT	https://www.google.com/chrome/static/images/fallback/icon-linkedin.jpg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/fallback/icon-linkedin.jpg	(from https://www.google.com/chrome/)
04:28:12	1285/1285	------	200	untouched ('')	image/jpeg	date:Thu,%2010%20Jul%202025%2005:00:00%20GMT	https://www.google.com/chrome/static/images/fallback/icon-tiktok.jpg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/fallback/icon-tiktok.jpg	(from https://www.google.com/chrome/)
04:28:12	347149/347149	------	200	untouched ('OK')	text/html	date:Thu,%2006%20Nov%202025%2010:00:00%20GMT	https://www.google.com/chrome/other-platforms/	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/other-platforms/index.html	(from https://www.google.com/chrome/)
04:28:13	302093/302093	------	200	untouched ('OK')	text/html	date:Thu,%2006%20Nov%202025%2008:30:00%20GMT	https://www.google.com/intl/en_US/chromebook/	C:/Users/win11/Documents/google%20clone/www.google.com/intl/en_US/chromebook/index.html	(from https://www.google.com/chrome/)
04:28:13	278/278	------	301	error ('Moved%20Permanently')	text/html	date:Mon,%2010%20Nov%202025%2019:29:39%20GMT	https://www.google.com/chromecast/	C:/Users/win11/Documents/google%20clone/www.google.com/chromecast/index.html	(from https://www.google.com/chrome/)
04:28:13	335211/335211	------	200	untouched ('OK')	text/html	date:Thu,%2006%20Nov%202025%2010:00:00%20GMT	https://www.google.com/chrome/beta/	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/beta/index.html	(from https://www.google.com/chrome/)
04:28:14	333082/333082	------	200	untouched ('OK')	text/html	date:Thu,%2006%20Nov%202025%2010:00:00%20GMT	https://www.google.com/chrome/dev/	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/dev/index.html	(from https://www.google.com/chrome/)
04:28:14	333906/333906	------	200	untouched ('OK')	text/html	date:Thu,%2006%20Nov%202025%2010:00:00%20GMT	https://www.google.com/chrome/canary/	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/canary/index.html	(from https://www.google.com/chrome/)
04:28:14	388168/388168	------	200	untouched ('OK')	text/html	date:Thu,%2006%20Nov%202025%2010:00:00%20GMT	https://www.google.com/chrome/update/	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/update/index.html	(from https://www.google.com/chrome/)
04:28:15	208765/208765	------	200	untouched ('OK')	text/html	date:Thu,%2006%20Nov%202025%2010:00:00%20GMT	https://www.google.com/chrome/tips/	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/tips/index.html	(from https://www.google.com/chrome/)
04:28:15	35620/35620	------	200	untouched ('OK')	text/html	date:Mon,%2010%20Nov%202025%2019:29:41%20GMT	https://www.google.com/	C:/Users/win11/Documents/google%20clone/www.google.com/index.html	(from https://www.google.com/chrome/)
04:28:15	3655/3655	------	200	untouched ('')	image/jpeg	date:Thu,%2026%20Aug%202021%2020:30:00%20GMT	https://www.google.com/chrome/static/images/fallback/google-footer-logo.jpg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/fallback/google-footer-logo.jpg	(from https://www.google.com/chrome/)
04:28:15	848/848	------	200	untouched ('')	image/jpeg	date:Thu,%2026%20Aug%202021%2020:30:00%20GMT	https://www.google.com/chrome/static/images/fallback/icon-help.jpg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/fallback/icon-help.jpg	(from https://www.google.com/chrome/)
04:28:16	6346/6346	------	200	untouched ('OK')	image/svg+xml	date:Tue,%2022%20Aug%202023%2013:30:00%20GMT	https://www.google.com/chrome/static/images/chrome-logo-landscape.svg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/chrome-logo-landscape.svg	(from https://www.google.com/chrome/)
04:28:16	1552/1552	------	200	untouched ('')	image/jpeg	date:Thu,%2013%20Oct%202022%2013:30:00%20GMT	https://www.google.com/chrome/static/images/fallback/chrome-logo-new.jpg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/fallback/chrome-logo-new.jpg	(from https://www.google.com/chrome/)
04:28:16	5559/5559	------	200	untouched ('')	text/javascript	date:Thu,%2005%20Jun%202025%2017:28:00%20GMT	http://www.gstatic.com/external_hosted/intersectionobserver_polyfill/intersection-observer.min.js	C:/Users/win11/Documents/google%20clone/www.gstatic.com/external_hosted/intersectionobserver_polyfill/intersection-observer.min.js	(from https://www.google.com/chrome/)
04:28:16	233597/233597	------	200	untouched ('')	text/javascript	date:Wed,%2021%20Aug%202024%2019:48:00%20GMT	http://www.gstatic.com/external_hosted/lottie/lottie_light.js	C:/Users/win11/Documents/google%20clone/www.gstatic.com/external_hosted/lottie/lottie_light.js	(from https://www.google.com/chrome/)
04:28:20	156/156	------	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Nov%202025%2019:30:57%20GMT	https://www.google.com/chrome/safety/string,%20document.baseURI	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/safety/string,%20document.44.delayed	(from https://www.google.com/chrome/safety/)
04:28:21	303708/303708	------	200	untouched ('OK')	text/css	date:Thu,%2006%20Nov%202025%2010:00:00%20GMT	https://www.google.com/chrome/static/css/pages/safety/main.min.css	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/css/pages/safety/main.min.css	(from https://www.google.com/chrome/safety/)
04:28:21	5364/5364	------	200	untouched ('')	image/webp	date:Thu,%2001%20Aug%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/safety/hero/shop.webp	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/safety/hero/shop.webp	(from https://www.google.com/chrome/safety/)
04:28:21	2207/2207	------	200	untouched ('OK')	image/svg+xml	date:Thu,%2001%20Aug%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/safety/hero/safety_manifesto_defense_grey.svg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/safety/hero/safety_manifesto_defense_grey.svg	(from https://www.google.com/chrome/safety/)
04:28:22	2207/2207	------	200	untouched ('OK')	image/svg+xml	date:Thu,%2001%20Aug%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/safety/hero/safety_manifesto_defense.svg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/safety/hero/safety_manifesto_defense.svg	(from https://www.google.com/chrome/safety/)
04:28:22	665/665	------	200	untouched ('OK')	image/svg+xml	date:Thu,%2001%20Aug%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/safety/hero/safety_manifesto_danger_grey.svg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/safety/hero/safety_manifesto_danger_grey.svg	(from https://www.google.com/chrome/safety/)
04:28:22	72214/72214	---M--	200	added ('OK')	text/javascript	date:Thu,%2015%20Feb%202024%2015:28:00%20GMT	http://www.gstatic.com/external_hosted/greensock3/dist/gsap.min.js	C:/Users/win11/Documents/google%20clone/www.gstatic.com/external_hosted/greensock3/dist/gsap.min.js	(from https://www.google.com/chrome/)
04:28:23	661/661	------	200	untouched ('OK')	image/svg+xml	date:Thu,%2001%20Aug%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/safety/hero/safety_manifesto_danger.svg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/safety/hero/safety_manifesto_danger.svg	(from https://www.google.com/chrome/safety/)
04:28:23	5538/5538	------	200	untouched ('OK')	image/svg+xml	date:Thu,%2001%20Aug%202024%2014:30:00%20GMT	https://www.google.com/chrome/static/images/safety/hero/safety_manifesto_password_grey.svg	C:/Users/win11/Documents/google%20clone/www.google.com/chrome/static/images/safety/hero/safety_manifesto_password_grey.svg	(from https://www.google.com/chrome/safety/)
04:28:23	43380/43380	---M--	200	added ('OK')	text/javascript	date:Thu,%2015%20Feb%202024%2015:28:00%20GMT	http://www.gstatic.com/external_hosted/greensock3/dist/ScrollTrigger.min.js	C:/Users/win11/Documents/google%20clone/www.gstatic.com/external_hosted/greensock3/dist/ScrollTrigger.min.js	(from https://www.google.com/chrome/)
